FID,SHAPE,BEZIRK,KREUZUNG,ANL_TYPE,ANL_NR,SE_SDO_ROWID,SE_ANNO_CAD_DATA
AKUSTISCHEAMPELOGD.293080,POINT (16.34461490048045 48.148403356515004),23,Sterngasse-ON 4,Verkehrslichtsignalanlage,V23090-01,293080,
AKUSTISCHEAMPELOGD.293082,POINT (16.430881714347244 48.2663770416287),21,Siemensstr.-Richard Neutra G.,Verkehrslichtsignalanlage,V21062-01,293082,
AKUSTISCHEAMPELOGD.293083,POINT (16.373903490267818 48.22351734600008),2,Ob.Augartenstr.-Rembrandtstr.,Verkehrslichtsignalanlage,V02043-01,293083,
AKUSTISCHEAMPELOGD.293084,POINT (16.36847477973721 48.17867740166159),10,Gudrunstr.-Alxingerg.,Verkehrslichtsignalanlage,V10069-01,293084,
AKUSTISCHEAMPELOGD.293085,POINT (16.307986712015015 48.17044624323621),12,Edelsinnstr.-Gaßmannstr._Graf Seile,Verkehrslichtsignalanlage,V12011-01,293085,
AKUSTISCHEAMPELOGD.293086,POINT (16.34072740470755 48.178097036282175),12,Längenfeldg.-Karl Löwe-G.,geregelter Fußgängerübergang,V12065-01,293086,
AKUSTISCHEAMPELOGD.293087,POINT (16.345078808638146 48.19929350295779),7,Lindeng.-Zieglerg.,Verkehrslichtsignalanlage,V07035-01,293087,
AKUSTISCHEAMPELOGD.293088,POINT (16.356453116599535 48.2044384309311),7,Burgg.-Breite G.,Verkehrslichtsignalanlage,V07025-01,293088,
AKUSTISCHEAMPELOGD.293089,POINT (16.379524607846193 48.236963861432095),20,Dresdner Str.-Hellwagstr.,Verkehrslichtsignalanlage,V20015-01,293089,
AKUSTISCHEAMPELOGD.293091,POINT (16.339556161767874 48.21109354042524),8,Lerchenf. Gürtel-Josefstädter Str.,Verkehrslichtsignalanlage,V08016-01,293091,
AKUSTISCHEAMPELOGD.293092,POINT (16.34816936738022 48.21740106883283),9,Lazarettg.-Pelikang.,Verkehrslichtsignalanlage,V09021-01,293092,
AKUSTISCHEAMPELOGD.293093,POINT (16.30172788441762 48.147303076437616),23,Erlaaer Str.-Josef Österreicher G.,geregelter Fußgängerübergang,V23077-01,293093,
AKUSTISCHEAMPELOGD.293095,POINT (16.36052087922039 48.225357553887484),9,Julius Tandler-Pl.-Althanstr._Alserb.Str.,Verkehrslichtsignalanlage,V09039-01,293095,
AKUSTISCHEAMPELOGD.293096,POINT (16.390453790268104 48.21058163451689),3,Löweng.-Untere Viaduktg.,geregelter Fußgängerübergang,V03059-01,293096,
AKUSTISCHEAMPELOGD.293097,POINT (16.308281187119054 48.201898514923485),14,Breitenseer Straße-Kendlerstr.,Verkehrslichtsignalanlage,V14017-01,293097,
AKUSTISCHEAMPELOGD.293098,POINT (16.39965689126919 48.13795623296054),10,Laaer-Berg-Strasse-Ober Laaer Str._Leopd.St,Verkehrslichtsignalanlage,V10023-01,293098,
AKUSTISCHEAMPELOGD.293099,POINT (16.35430627729445 48.1461336114605),23,Kolbeg.-J. Rindt Str.,Verkehrslichtsignalanlage,V23067-01,293099,
AKUSTISCHEAMPELOGD.293101,POINT (16.420733036286197 48.23425385341436),22,Wagramer Str.-Julius Payer-G._IAKW Kratochwjlestr.,Verkehrslichtsignalanlage,V22009-01,293101,
AKUSTISCHEAMPELOGD.293103,POINT (16.443633361591754 48.233749271010055),22,Donaustadtstr.-Erzherzog Karl-Str.,Verkehrslichtsignalanlage,V22002-01,293103,
AKUSTISCHEAMPELOGD.293105,POINT (16.3130326186105 48.162895256609204),12,Breitenfurter Str.-Sagederg.,Verkehrslichtsignalanlage,V12063-01,293105,
AKUSTISCHEAMPELOGD.293106,POINT (16.268985439148327 48.19955141372072),14,Linzer Str.-Deutschordenstr.,Verkehrslichtsignalanlage,V14022-01,293106,
AKUSTISCHEAMPELOGD.293107,POINT (16.366820895558412 48.21594358139042),1,Schottenring-Börseg.,Verkehrslichtsignalanlage,V01009-01,293107,
AKUSTISCHEAMPELOGD.293108,POINT (16.38348575413691 48.22510361565712),2,Taborstr.-Nordwestbahnstr.,Verkehrslichtsignalanlage,V02031-01,293108,
AKUSTISCHEAMPELOGD.293109,POINT (16.384819319837074 48.24290397859296),20,Handelskai-Stromstr.,Verkehrslichtsignalanlage,V20052-01,293109,
AKUSTISCHEAMPELOGD.293110,POINT (16.38534232282825 48.239758395385266),20,Engerthstr.-Hellwagstr.,Verkehrslichtsignalanlage,V20018-01,293110,
AKUSTISCHEAMPELOGD.293112,POINT (16.378454758470024 48.202484053941916),1,Lothringerstr.-Johannesg._Intercont,Verkehrslichtsignalanlage,V01059-01,293112,
AKUSTISCHEAMPELOGD.293113,POINT (16.41115439523212 48.17455087420126),11,Geiselbergstr.-Lorystr.,Verkehrslichtsignalanlage,V11020-01,293113,
AKUSTISCHEAMPELOGD.293114,POINT (16.342055084824516 48.157608018768194),10,Triester Str.-Computerstr.,Verkehrslichtsignalanlage,V10048-01,293114,
AKUSTISCHEAMPELOGD.293115,POINT (16.287120963791498 48.19082813858709),13,Hietzinger Kai-Baumgartbr._St.Veit.G.,Verkehrslichtsignalanlage,V13022-01,293115,
AKUSTISCHEAMPELOGD.293116,POINT (16.349380031913515 48.21512925153306),8,Alser Str.-Kochg._Skodag.,geregelter Fußgängerübergang,V09052-01,293116,
AKUSTISCHEAMPELOGD.293117,POINT (16.305698982483687 48.210885507660755),16,Maroltingerg.-Rankg.,Verkehrslichtsignalanlage,V16024-01,293117,
AKUSTISCHEAMPELOGD.293118,POINT (16.406064228316126 48.21790318748979),2,Ausstellungsstr.-Sebastian-Kneipp-Gasse,Verkehrslichtsignalanlage,V02083-01,293118,
AKUSTISCHEAMPELOGD.293119,POINT (16.415303272747376 48.21420770588331),2,Vorgartenstr.-Trabrennstrasse,Verkehrslichtsignalanlage,V02084-01,293119,
AKUSTISCHEAMPELOGD.293120,POINT (16.410927338128605 48.21718269362741),2,Vorgartenstr.-Elderschplatz,Verkehrslichtsignalanlage,V02085-01,293120,
AKUSTISCHEAMPELOGD.293121,POINT (16.398145471575816 48.227163557599106),2,Vorgartenstr.-Hausteinstr.,Verkehrslichtsignalanlage,V02086-01,293121,
AKUSTISCHEAMPELOGD.293332,POINT (16.36889840653122 48.20091767624207),1,Wiedner Hauptstr.-Friedrichstr._Karlspl.,Verkehrslichtsignalanlage,V01006-01,293332,
AKUSTISCHEAMPELOGD.293333,POINT (16.375147421396615 48.19849870395161),3,Prinz Eugen-Str.-Gußhausstr.,Verkehrslichtsignalanlage,V04018-01,293333,
AKUSTISCHEAMPELOGD.293334,POINT (16.334159355693263 48.24076490330451),19,Krottenbachstr.-Rodlerg.,Verkehrslichtsignalanlage,V19011-01,293334,
AKUSTISCHEAMPELOGD.293335,POINT (16.257847168380987 48.13807527898764),23,Breitenfurter Str.-Willerg.,Verkehrslichtsignalanlage,V23003-01,293335,
AKUSTISCHEAMPELOGD.293337,POINT (16.42352744659856 48.167337977009005),11,Simmeringer Hptstr.-Fickeysstr.,Verkehrslichtsignalanlage,V11008-01,293337,
AKUSTISCHEAMPELOGD.293338,POINT (16.376581051024214 48.21226270732304),1,Franz Josefs-Kai-Marienbrücke_Rotenturm,Verkehrslichtsignalanlage,V01030-01,293338,
AKUSTISCHEAMPELOGD.293339,POINT (16.370173185080063 48.24581893160655),20,Brigittenauer Lände-Forsthausg.,Verkehrslichtsignalanlage,V20036-01,293339,
AKUSTISCHEAMPELOGD.293342,POINT (16.329863899319612 48.17428065391228),12,Edelsinnstr.-Koppreiterg.,Verkehrslichtsignalanlage,V12021-01,293342,
AKUSTISCHEAMPELOGD.293343,POINT (16.352197442442584 48.209348324427566),8,Josefstädter Str.-Lange G.,Verkehrslichtsignalanlage,V08009-01,293343,
AKUSTISCHEAMPELOGD.293344,POINT (16.334787490902762 48.19730501616993),15,Felberstrasse-Hackengasse,Verkehrslichtsignalanlage,V15043-01,293344,
AKUSTISCHEAMPELOGD.293345,POINT (16.36381942991717 48.19846826559753),4,Rechte Wienzeile-Schleifmühlg.,Verkehrslichtsignalanlage,V04001-01,293345,
AKUSTISCHEAMPELOGD.293346,POINT (16.313889478700816 48.18673160896834),13,Schönbrunner Schloßstr.-Vorplatz,Verkehrslichtsignalanlage,V13041-01,293346,
AKUSTISCHEAMPELOGD.293347,POINT (16.312763984609067 48.187034224513305),13,Schönbrunner Schloßbr.-Schönbrunner Schloßstr.,Verkehrslichtsignalanlage,V13001-01,293347,
AKUSTISCHEAMPELOGD.293348,POINT (16.3732229486149 48.21768420894359),2,Obere Donaustrasse-Herminengasse,geregelter Fußgängerübergang,V02088-01,293348,
AKUSTISCHEAMPELOGD.293350,POINT (16.369686083615246 48.2217426568809),2,Obere Donaustrasse-ON 29,geregelter Fußgängerübergang,V02081-01,293350,
AKUSTISCHEAMPELOGD.293351,POINT (16.399279771615703 48.2277887448251),2,Engerthstrasse-Haussteinstrasse,Verkehrslichtsignalanlage,V02089-01,293351,
AKUSTISCHEAMPELOGD.293352,POINT (16.455749203952653 48.18998944778585),2,Seitenhafenstr.-Hafenzufahrtsstr.,Verkehrslichtsignalanlage,V02090-01,293352,
AKUSTISCHEAMPELOGD.293353,POINT (16.456300115287153 48.18720820902717),2,Seitenhafenstr.-Hellingstraße,Verkehrslichtsignalanlage,V02091-01,293353,
AKUSTISCHEAMPELOGD.293356,POINT (16.406520643117336 48.185136555764885),3,Litfaßstraße-Marianne Hainisch Gasse,Verkehrslichtsignalanlage,V03096-01,293356,
AKUSTISCHEAMPELOGD.293357,POINT (16.384176067294636 48.19533966971557),3,Rennweg-Praetoriusgasse,Verkehrslichtsignalanlage,V03103-01,293357,
AKUSTISCHEAMPELOGD.293358,POINT (16.368018030410155 48.19917325910279),4,Wiedner Hauptstr.-Resselg.,Verkehrslichtsignalanlage,V04036-01,293358,
AKUSTISCHEAMPELOGD.293360,POINT (16.430000185727256 48.24838642024665),22,Tokiostraße-Arakawastraße,Verkehrslichtsignalanlage,V22130-01,293360,
AKUSTISCHEAMPELOGD.293361,POINT (16.434136012838458 48.24490413801402),22,Prandaugasse-Attemsgasse,Verkehrslichtsignalanlage,V22131-01,293361,
AKUSTISCHEAMPELOGD.293362,POINT (16.394156374749294 48.17862537830741),3,Südbahnhofbrücke-Faradaygasse,Verkehrslichtsignalanlage,V03110-01,293362,
AKUSTISCHEAMPELOGD.293364,POINT (16.30355735709046 48.20460625413969),14,Maroltingergasse-Steinbruchstraße,Verkehrslichtsignalanlage,V16063-01,293364,
AKUSTISCHEAMPELOGD.293365,POINT (16.342458775983634 48.24568692553712),19,Sieveringer Straße-Obkirchergasse,Verkehrslichtsignalanlage,V19050-01,293365,
AKUSTISCHEAMPELOGD.293366,POINT (16.342630970879448 48.18832429376596),5,Margaretengürttel-Bruno Kreisky Platz,Verkehrslichtsignalanlage,V05039-01,293366,
AKUSTISCHEAMPELOGD.293368,POINT (16.229699338854022 48.137929702004236),23,Breitenfurter Str.-Bohattasteg,geregelter Fußgängerübergang,V23091-01,293368,
AKUSTISCHEAMPELOGD.293370,POINT (16.460932854930657 48.16886351759384),,Jedletzbergerstrasse-Paul Wagner Gasse,Verkehrslichtsignalanlage,V11052-01,293370,
AKUSTISCHEAMPELOGD.293371,POINT (16.433855327942023 48.26511639964621),21,Julius-Ficker-Straße-Siemensstraße,Verkehrslichtsignalanlage,V21102-01,293371,
AKUSTISCHEAMPELOGD.293372,POINT (16.406847543569974 48.200250036390244),3,Erdberger Lände-Drorygasse,Verkehrslichtsignalanlage,V03115-01,293372,
AKUSTISCHEAMPELOGD.293373,POINT (16.380989453412163 48.18511347820164),10,Canettistrasse-Karl-Popper-Strasse,Verkehrslichtsignalanlage,V10115-01,293373,
AKUSTISCHEAMPELOGD.293376,POINT (16.392836298240375 48.202648778206274),3,Erdbergstr.-Kundmanngasse,Verkehrslichtsignalanlage,V03112-01,293376,
AKUSTISCHEAMPELOGD.293377,POINT (16.356942066028086 48.20055900894554),6,Mariahilfer Straße-Capistrangasse,Verkehrslichtsignalanlage,V06044-01,293377,
AKUSTISCHEAMPELOGD.293378,POINT (16.33778798595279 48.199514948609185),15,Neubaugürtel-Goldschlagstrasse,Verkehrslichtsignalanlage,V15101-01,293378,
AKUSTISCHEAMPELOGD.293379,POINT (16.382366956828417 48.14800497071824),10,Favoritenstrasse-Olaus-Petri-Gasse,temporäre VLS (längerfristige Baumaßnahmen),V10121-01,293379,
AKUSTISCHEAMPELOGD.293380,POINT (16.383090764789632 48.1775912239477),10,Gudrunstraße-Gellergasse,Verkehrslichtsignalanlage,V10117-01,293380,
AKUSTISCHEAMPELOGD.293381,POINT (16.258722389197565 48.131724190438426),23,Hochstraße-Kaltenleutgebner Straße,Verkehrslichtsignalanlage,V23093-01,293381,
AKUSTISCHEAMPELOGD.293382,POINT (16.47029778658325 48.21867886662719),22,Langobardenstr.-Kapellenweg,Verkehrslichtsignalanlage,V22117-01,293382,
AKUSTISCHEAMPELOGD.293383,POINT (16.388471358403372 48.166314658082186),10,Laaer-Berg-Strasse-Rudolf-Frimmel-Gasse,Verkehrslichtsignalanlage,V10102-01,293383,
AKUSTISCHEAMPELOGD.293384,POINT (16.375789546530285 48.18417025224972),10,Sonnwendgasse-Johannitergasse,Verkehrslichtsignalanlage,V10107-01,293384,
AKUSTISCHEAMPELOGD.293385,POINT (16.3768155328109 48.18329213821591),10,Sonnwendgasse-Reisingergasse,Verkehrslichtsignalanlage,V10108-01,293385,
AKUSTISCHEAMPELOGD.293386,POINT (16.382134285325282 48.156041686787056),10,Favoritenstr.-Libussagasse,Verkehrslichtsignalanlage,V10113-01,293386,
AKUSTISCHEAMPELOGD.293387,POINT (16.416193142918377 48.270375367368096),21,Shuttleworthstr.-Ruthnergasse,Verkehrslichtsignalanlage,V21104-01,293387,
AKUSTISCHEAMPELOGD.293388,POINT (16.469150033707447 48.15735994973596),11,Etrichstr.-Valiergasse,geregelter Fußgängerübergang,V11046-01,293388,
AKUSTISCHEAMPELOGD.293389,POINT (16.471677158796307 48.16213651381487),11,Zinnergasse-Klebindergasse (Hofer Ausfahrt),Verkehrslichtsignalanlage,V11047-01,293389,
AKUSTISCHEAMPELOGD.293390,POINT (16.4588232335709 48.16955242846715),11,11. Haidequerstr.-Jedletzbergerstrasse,Verkehrslichtsignalanlage,V11048-01,293390,
AKUSTISCHEAMPELOGD.293393,POINT (16.28728531147002 48.19135091855816),14,Hadikg.-Zehetnerg.,Verkehrslichtsignalanlage,V14036-01,293393,
AKUSTISCHEAMPELOGD.293394,POINT (16.30184006804394 48.19199458329578),14,Einwanggasse-Cumberlandstraße,Verkehrslichtsignalanlage,V14055-01,293394,
AKUSTISCHEAMPELOGD.293395,POINT (16.358808994980947 48.17438951225282),10,Gußrieglstraße-Davidgasse,Verkehrslichtsignalanlage,V10114-01,293395,
AKUSTISCHEAMPELOGD.293396,POINT (16.395089959277822 48.175927341717234),3,Arsenalstraße-Hüttenbrennergasse,Verkehrslichtsignalanlage,V03113-01,293396,
AKUSTISCHEAMPELOGD.293397,POINT (16.334299480255662 48.199964911567946),15,Märzstraße-Zinckgasse,Verkehrslichtsignalanlage,V15102-01,293397,
AKUSTISCHEAMPELOGD.293398,POINT (16.44849187793476 48.21794500256375),22,Kaisermühlenstr.-Ausfahrt Bushof,Verkehrslichtsignalanlage,V22107-01,293398,
AKUSTISCHEAMPELOGD.293399,POINT (16.448899209037805 48.21875021691971),22,Kaisermühlenstr.-Zufahrt Bushof,Verkehrslichtsignalanlage,V22108-01,293399,
AKUSTISCHEAMPELOGD.293402,POINT (16.368486432722438 48.249018339035686),19,Muthgasse-Mooslackengasse,Verkehrslichtsignalanlage,V19046-01,293402,
AKUSTISCHEAMPELOGD.293405,POINT (16.501492794480743 48.25124277076286),22,Breitenleer Straße-Schukowitzgasse,Verkehrslichtsignalanlage,V22086-01,293405,
AKUSTISCHEAMPELOGD.293406,POINT (16.44386587890689 48.22157526328431),22,Donaustadtstr.-Deinleing.,Verkehrslichtsignalanlage,V22089-01,293406,
AKUSTISCHEAMPELOGD.293408,POINT (16.46832220734058 48.21895745507917),22,Langobardenstr.-ON 113,Rot/Gelb Anlage,V22106-01,293408,
AKUSTISCHEAMPELOGD.293409,POINT (16.47286642430878 48.22281668779913),22,Erzherzog Karl-Str.-Lavanterstr.,Verkehrslichtsignalanlage,V22109-01,293409,
AKUSTISCHEAMPELOGD.293410,POINT (16.449222776735553 48.248445673536274),22,Kagraner Platz-Kraygasse,Verkehrslichtsignalanlage,V22120-01,293410,
AKUSTISCHEAMPELOGD.293411,POINT (16.37964371797186 48.179802373406105),10,Sonnwendgasse-Hackergasse,Verkehrslichtsignalanlage,V10116-01,293411,
AKUSTISCHEAMPELOGD.293412,POINT (16.39730946533654 48.146634418076545),10,Laaer-Berg-Strasse-Bergtaidingweg,Verkehrslichtsignalanlage,V10120-01,293412,
AKUSTISCHEAMPELOGD.293414,POINT (16.387410371234324 48.207151325019694),3,Marxergasse-Untere Viaduktg.,Verkehrslichtsignalanlage,V03105-01,293414,
AKUSTISCHEAMPELOGD.293415,POINT (16.446916986771864 48.21776877386636),22,Neuhaufenstr.-Kaisermühlenstr.,Verkehrslichtsignalanlage,V22116-01,293415,
AKUSTISCHEAMPELOGD.293416,POINT (16.418968144346863 48.21210843710121),2,Vorgartenstr.-ON 15,geregelter Fußgängerübergang,V02096-01,293416,
AKUSTISCHEAMPELOGD.293417,POINT (16.463304372721364 48.175254313102855),11,11. Haidequerstr.-Johann-Petrak-Gasse,Verkehrslichtsignalanlage,V11051-01,293417,
AKUSTISCHEAMPELOGD.293418,POINT (16.277334073637007 48.1371953104048),23,Breitenfurter Str.-Fabergasse,Verkehrslichtsignalanlage,V23086-01,293418,
AKUSTISCHEAMPELOGD.293419,POINT (16.280215122854013 48.136289474721806),23,Breitenfurter Str.-Lehmanngasse,geregelter Fußgängerübergang,V23087-01,293419,
AKUSTISCHEAMPELOGD.293420,POINT (16.275394275760284 48.137871027376974),23,Breitenfurter Str.-ON 378,Verkehrslichtsignalanlage,V23083-01,293420,
AKUSTISCHEAMPELOGD.293421,POINT (16.303613951018395 48.14760550956397),23,Erlaaer Str.-Eduard-Kittenberger-Gasse,geregelter Fußgängerübergang,V23085-01,293421,
AKUSTISCHEAMPELOGD.293422,POINT (16.458206916001927 48.220770807114974),22,Hardeggasse-Schickgasse,Verkehrslichtsignalanlage,V22110-01,293422,
AKUSTISCHEAMPELOGD.293423,POINT (16.476362989818934 48.224085773823795),22,Aspernstrasse-Wonkaplatz,Verkehrslichtsignalanlage,V22112-01,293423,
AKUSTISCHEAMPELOGD.293424,POINT (16.47481507845987 48.22216120739573),22,Erzherzog Karl Str.-Wonkaplatz,Verkehrslichtsignalanlage,V22111-01,293424,
AKUSTISCHEAMPELOGD.293426,POINT (16.42905215342186 48.20809456185652),2,Handelskai-Chrastekgasse,Verkehrslichtsignalanlage,V02094-01,293426,
AKUSTISCHEAMPELOGD.293427,POINT (16.42980734468663 48.20662012175544),2,Wehlistraße-Simon-Wiesenthal-Gasse,Verkehrslichtsignalanlage,V02095-01,293427,
AKUSTISCHEAMPELOGD.293428,POINT (16.440916681375988 48.213233272386944),22,Industriestr.-Kaisermühlenstr.,Verkehrslichtsignalanlage,V22114-01,293428,
AKUSTISCHEAMPELOGD.293430,POINT (16.22305272618447 48.20489437638204),14,Wientalstraße-Johann-Schorsch-Gasse,Verkehrslichtsignalanlage,V14059-01,293430,
AKUSTISCHEAMPELOGD.293431,POINT (16.30500587710911 48.18819749123604),14,Hadikgasse-Diesterweggasse,Verkehrslichtsignalanlage,V14060-01,293431,
AKUSTISCHEAMPELOGD.293432,POINT (16.290279635119425 48.19089731567278),14,Hadikgasse-Astgasse,Verkehrslichtsignalanlage,V14061-01,293432,
AKUSTISCHEAMPELOGD.293433,POINT (16.290071999524702 48.19042602964002),13,Hietzinger Kai-Fleschgasse,Verkehrslichtsignalanlage,V13042-01,293433,
AKUSTISCHEAMPELOGD.293435,POINT (16.394762113226232 48.18491777226097),3,Franz-Grill-Straße-Kelsenstraße,Verkehrslichtsignalanlage,V03111-01,293435,
AKUSTISCHEAMPELOGD.293436,POINT (16.389558530733865 48.222677003717294),2,Nordbahnstraße-Fugbachgasse,Verkehrslichtsignalanlage,V02101-01,293436,
